id,body
27b4bfd7-fe14-4dde-a053-43987cb3ad1e,What three adjectives would you use to describe the student body at your school? Why? Upload a picture that conceptually represents the vibe at your school and describe what makes your school culture unique!  Has Covid changed this in any way?
27c8094b-b71e-4627-a8ae-ecdf123c49ba,"<p>What are 1-2 shows you’re watching these days? How, where and why do you like them?</p>"
27c9d13b-ab63-4869-9c59-1ac1c01dc747,"<p>Upload some screen shots of places you most often visit off campus. FOR EACH, please answer the following: What is the name of this place? When do you tend to go here? How often? Why do you choose it and what do you like about it? What adjectives describe the atmosphere of this place? What does this place have that you can’t find on campus? Did you go here last year? Why or why not?</p>"
27dc388b-c36c-4d23-b822-77d7758931f1,"Life-savers. What are the things (places, people, apps, things) that help you through your day? Snap a photo or screenshot that embodies this."
27dddd1b-dc8d-4bc3-943f-20742178aea1,"<p>Is this your usual evening food routine? If not, where else do you eat in the evening? What else do you eat? What do/don't you like about it? How has your afternoon experience been affected by COVID safety measures?</p>"
27e57399-ce3a-4d26-aca1-16398050c742,"Please upload a picture of a luxury apparel item you purchased in the past 12 months, from any of the following brands - and note where you purchased it and the approximate purchase price. This must be the actual apparel item (coats can count), not from Google Images or a shopping website. Qualifying brands: Dior, Brunello Cucinelli, Chanel, Tom Ford, Saint Laurent, Bottega Veneta, Louis Vuitton, Chloe, Valentino, Dolce & Gabbana, Alaia, Akris, Alexander McQueen, Balenciaga, Celine, Fendi, Armani, Gucci, Lanvin, Loro Piana, Marni, Prada, Proenza Schouler, Stella McCartney, The Row, Versace"
27fd06dc-4260-4f96-94af-64a077aa9873,"When you think about a piece of apparel that fits really well, what adjectives come to mind? How important is fit to you? What sacrifices are you willing to make, if any (and for which type of product)?"
280569be-c804-4f10-b1a2-307b1e25d96d,"Before Covid, what two luxury brands (any category) were nearest and dearest to your heart, and why? Have you been browsing them? Buying them? Do you feel the same towards them? Why or why not? "
280edbbc-50a3-442c-a35d-3578d9933786,"挑选进口豪车的时候, 什么最重要? 例如：精致的做工和设计, 彰显高贵的身份地位, 舒适度, 安全性, 创新性，朋友的推荐, 品牌历史和传承? 其他?为什么? "
281727a2-77fb-4811-bac9-2201806c52a7,<p>ZIWIを最初に手にして、パッケージ（外装）を目の前にした際に、どのような印象を抱きましたか？（袋の色使いやデザインなど）</p><p>文章のみならず、<strong>その印象や特徴を表す写真等</strong>がございましたら、併せてご提示ください。&nbsp;</p>
281d9339-86c7-4619-baf5-c142ffeef707,"Next, what about the news? What are the topics you really love delving into and learning about? Where do you go to get your news? Upload a few screenshots that show me what your trusted news sources are (if they are not digital, take pictures of your TV recorder, magazines, newspapers, etc!) "
282e0884-3cf0-4e8b-85c2-3ce436430735,"Think about what bag is on your radar currently that you are considering buying, and upload a screenshot. What do you love about this? How did you discover it?"
2838955f-cd70-4dca-895c-4c2cfdbb2d84,"Now that you're in your current job, what are the perks and amenities that you actually appreciate the most? Why? Add screenshots if possible!"
283def58-f601-4f02-9c8b-57298389616e,"<p>Thinking beyond food and drink, what else could your college offer you that would improve your quality of life on a daily basis? What perks or amenities would truly blow your mind if they were to be offered? No idea too small or large here! Please upload screenshots to bring this to life. For each idea, please answer: Why would this be on your wish list?</p>"
28473ef6-0392-4882-b090-952b36409336,Please safely record a video taking us on a drive around your neighborhood while you talk about what you’re seeing and what you’re missing. It may be helpful to have someone else do the driving so you can do the narrating.
2859acb7-4d50-48f1-9d22-9ef278caedc5,In terms of WELLNESS (mental or physical) is there anything your company could provide to you at work or even for when you are at home (if you do some work from home) that could provide some health or joy during this time? No ideas too small here – and I’d love a picture to show me what you mean!
285dd78b-67cd-4fd0-88ec-f2725a59662e,"如果你更喜欢在实体店购买lululemon:

你觉得在实体店购物有任何不满意的地方么？会因为品类不同而产生变化么？"
286047f3-3413-4be0-a675-5f73cf2f1a65,In terms of CONNECTION is there any experience your company could provide to you as you work from home that could provide some sense of camaraderie and or mental wellness during this time? (ie virtual happy hour? Care package? Virtual cooking lessons?) No idea too small here – and I’d love a picture to show me what you mean!
286aa746-460f-4889-9df9-b964d1210d02,"When a brand copies another brand’s iconic style, how does it affect how you perceive that brand (if at all)? Does it have any influence on how you perceive the brand who originally created the style? Why or why not?"
28739c1b-1d3a-410d-9f96-04dca0b5d784,"Who is your phone carrier? Please upload an emoji that best represents how you feel about your carrier, and tell me why. What do you wish it might provide that it currently doesn’t (leave price out of this, it’s too obvious)? Are you familiar with Google Fi (Google’s wireless plan?) If so, what are your impressions? If you’re not familiar with it, what might you expect from it?"
2879ce29-84a8-436c-984f-0933c14d818f,"What are a few of your favorite restaurants, bars or coffee shops that you enjoy most when you're away from work? Please upload screenshots and tell me what you love about them!"
287efefd-6cd4-4c5e-9801-64c1f4ff5d15,"We’d like you to tell the story of your business in photos. Here are some ideas on how to do this... Upload photos of:

a) your building, your property and the businesses in the area
b) a product you make or use to service your customers
c) your oldest or star employees and why
d) something about your business life you are most proud of–something that represents the success you’ve had. Please be sure to answer with photos and descriptions"
288630af-37a6-48d5-a4a8-b3751a51918d,"Please upload the emoji and/or any relevant screenshots you would choose to represent the PERSONALIZATION of what is offered through campus dining and answer the following: What do you think about the personalization of what is offered with your food and drink options? Think about the ability you are given to customize food and drinks, and where you can make it your own somehow. What is strong? What could be improved?"
28892535-fde7-457e-8809-0d09997d3dcd,<p>Have you ever heard of NFTs?</p>
288c4190-5eb3-413a-8327-4a46e1ca55b7,除了合身，价格和款式，还有什么其他因素会影响你去购买一件衣服？你觉得这个因素会因为产品不同而发生变化么？
289f024b-1f28-42ea-8c37-b4bf07a53ee2,"If you are able to WFH, do you think it will change how to travel in the future? What will change (e.g. workstation, staying at an Airbnb while working)?"
28aa2dd7-d516-4378-838b-6c2e000ce6e8,"Did you purchase a campus meal plan and if so, which one and why? How carefully do you feel you need to budget your food dollars?"
28aadee4-87a6-4f9a-a3f1-45ada86677e6,"I am _____ when I don’t eat protein
"
28bc685a-ab0a-4871-ba7f-fc094918a876,"Now that you’ve had a chance to absorb all the new messaging from lululemon, do you expect the product described to work for you personally? Why or why not? What more do you need to know to feel it would work for you?"
28c361ae-36d0-422f-b63d-f90d7d66664b,"Now let’s imagine a tool where you entered your measurements and were then shown a custom avatar to-scale, like the one shown below, that could be used to virtually try-on clothing. 

•	How appealing is a tool like this? Would you use it? How would this impact your experience overall? 
•	Would this make the online shopping experience easier? Would this be helpful in determining how the products fit? 
•	How they would feel on? Would a good return policy be preferred over a tool to assist with fit?"
28c5baac-a55f-4360-954a-91c0e4d4e29a,"Next we are going to evaluate online fit “tools” you may have tried in the past while browsing online. Common tools are features such as quizzes or customizing the models on a website to those closest to your size. Have you ever used one? If so, tell us which brand and briefly describe the tool. 
"
28c6f7be-5168-4183-a48a-6fb592782345,"While traveling for work, would there be items you would want to see available that you would not need in your residence building? If so, what? What about leisure travel? Please upload screenshots to show me!"
28cd9222-e174-4f30-99fa-6b93398d46fe,"<p>Set up your camera, and open your box. Please talk about what you see. What is your first reaction? Which products did you receive? Pick each one up and tell us what it is. How do you like the packaging? What does the formula feel like and smell like? Are you excited to start using them? What are your hopes for how it will make your skin feel?</p>"
28da146b-4717-42e9-bf7e-0506eee9d814,"Think for a moment about the pieces you get in the mail advertising fashion, including handbags. Have you ever made a discovery this way? Please upload a screenshot of any bag you might have noticed from a catalog or mailer in the past year or so."
28e23d43-df15-45c4-9184-1e279d6c73f1,"While you’re in your collection, pull out the three luxury bags that most excite you. Take a picture of each one, describe who makes it, the name of the style and the details  you love about it!"
28e819d8-3ad9-41da-9db9-700e8cefe4ed,"What about these ads resonate during this time of year? Are there certain themes that hold a special place in your heart? (ie family, etc) What themes feel fresh? Which feel nostalgic? Are there themes that feel overdone to you? Please be as descriptive as possible here, and upload examples of screenshots that brings this to life! Please also describe if this is typically how you feel about holiday ads, or if this is only this year."
29017a2f-bb7c-4722-bca0-ed751438843a,<p>What experiences are you engaging in now or anticipate engaging in in the future that create joy in your life?</p>
29068414-738e-4dd7-94fa-e564bda205d2,<p>Jak się czułeś zaraz przed tym przeżyciem? Jakie kroki podjąłeś żeby się do niego przygotować?</p>
2909ec1e-2bd0-477f-8a11-ed7f2a002564,"<p>Are you familiar with this brand? If so, name three adjectives that describe it (these can be anything, from something about the product to as association you may have from the past or your child’s attachment to it.) Which treatment do you think is appropriate for this brand? Why?</p>"
2916ae4c-2f54-4b23-8fcd-4a4b1350a9b7,What type of brands would you want to be available at a Quick Eats? Premium? Mainstream? Generic? Local? Why? Please upload examples of some brands you would happy to see!
291d7167-86ae-43e3-af8f-ffc30709c2b7,"Now zero-ing in specifically on cloud-based business communications—whether for unifying your communication needs (ie calling, messaging, video meetings) or creating a cloud-based customer contact center for your sales team, which brand does your company use (if any)? Please describe and upload a screenshot of the brand logo or interface of the service that comes closest to providing cloud-based business communications."
292720ac-cb3f-4884-a099-ef99ed00dd15,"<p>Take a minute to reflect on the last time you noticed a bag and thought, “hmmmmm?” Please attach screenshot(s) and describe <u>where</u> you came across it.</p>"
29281500-f7db-4330-a105-4c5aee71e123,"Finally, please record a video of yourself finishing this sentence: “After browsing lululemon for a holiday gift, my best advice to lululemon for improving my holiday gift giving experience would be _____________________________ because _____________________________.”"
2936684c-8a8c-4d0f-89a4-07a7d4d5f9b7,"When I mention the Google brand, what immediately comes to mind? Please upload a photo, screenshot, or emoji and tell me why you chose it. What does the Google brand mean to you and how do you feel about it? How does this compare to the way you feel about your favorite brands? "
293770f2-3e55-4c49-9ce1-166f1e5784fc,"Thinking about the two products, Premier Protein and fairlife Nutrition Plan, which Nutrition shake do you like better? Why?"
29399b4c-deb6-47ac-8136-bc03d110478e,"Think for a minute about the role that fit plays when you are making a purchase online. Are there any clothing items that you feel 100% okay about buying online without trying on? If so, why? Are there any clothing items that you don’t feel comfortable buying online without trying on? Why? What gives you confidence to buy online if you’re unsure about the fit of clothing?"
2941d110-6cdf-439b-9290-34e1a2b41429, Cereal is for people who ___________.
295f5300-e3d8-4812-8955-ec50c9db8eee,"How challenging is it to shop at lululemon (if at all), specifically for leggings/pants? How does this compare to other clothing from lululemon?"
296b3357-f09f-4980-a628-55a0a2965c48,What does inclusive sizing mean to you – what exact range of sizes?
296bd7fb-9656-4176-8355-93f3da8bd10e,"Thinking outside the box, what sort of themed lunches or events would you and your student love to see take place? What would really surprise and delight? Please include screenshots that help bring these ideas to life!"
29829738-7bae-42d7-b688-406d02a4ca8b,"<p>몇 년 동안 옷을 보유한 뒤, 몇몇 패션 바이어들은 옷의 디자인을 현대 패션 트렌드나 특별한 상황에 맞게 바꾸고자 할 수도 있습니다. 이러한 서비스를 받아 보신 적이 있나요? 만약 그렇다면, 어떤 경험이었는지 구체적으로 얘기해 주시면 감사하겠습니다. 그리고 수선 요청을 거부 당한 적이 있으십니까? 그 이유는 무엇이었나요? 그 때 어떤 기분이 들었나요? 만약 이러한 경험을 해본 적이 없으시다면, 이런 서비스를 받는 것에 대해 관심이 있나요? 왜 인가요?</p><p></p><p>여러분께 가장 만족스러운 서비스를 제공하기 위해, 이러한 서비스가 어떤 식으로 제공되었으면 하나요? 누구에 의한 또는 어떤 종류의 옷을 위한 서비스였으면 좋겠나요?</p>"
2989d941-9596-454b-962e-1b8847e5f9ba,"What, if anything, are you currently doing to reduce the amount of power you use in your home?"
298ea344-5e1a-4fdb-97ab-0c67618adc18,Por favor grabe de manera segura un video que nos lleve de paseo por su vecindario mientras habla sobre lo que está viendo y lo que usted ha extrañado. Puede ser útil que otra persona conduzca para que usted pueda narrar.
29954118-46cc-412f-8c3f-56fc552d224a,Thanks for uploading your selfie! Before we dive in we'd like to learn a little bit about you. Please upload a few screenshots or pictures that tell me about your interests!
29956f8c-8bd2-4898-9398-9cea992b39c2,Has the Covid crisis prompted you to think about the earth in any new ways? Do you feel more or less sensitive to the efforts that luxury brands are putting towards sustainability?
29979af7-b957-4b7e-9210-d6f9cebf45c8,<p>Is there any way the decor or atmosphere of the dining areas could be improved? Upload a screenshot of the kind of vibe you would love to see - or elements you would like to see added!</p>
299ad624-5bd6-424b-9770-13dfd4d2b0e4,<p>Think back for a minute about the product attributes you told me were important when shopping for everyday clothing for yourself. How do the brands you're showing Brandon measure up against these attributes? What makes you believe they do?</p>
29b54aac-a4bc-4f73-aaed-e636580ec524,"This is your chance to give your feedback to The Fever! Please record a video of yourself telling the The Fever why you’re a fan, and what else you would like to see from them! Share your ideas on any aspect of how you would like to relate to the team and what this could look like. What else do you want to see, feel, do, or learn in regards to The Fever? "
29c01b38-f298-4fe0-a2ef-956c69f3de5e,"Do you follow any athleisure/activewear brands on social media, or receive their email newsletters? What about influencers? Please upload screenshots of examples. How do you feel about the kind of content you receive from them? Is it interesting and relevant? How could it speak more to your needs or interests?"
29c05ae9-28ed-429e-bf0e-b5e9560c94dd,"If your school is following a hybrid or remote plan, what would you like to see your school lunch program do to make eating meals at home easier (delivering meals, etc.)? Please share any photos or screenshots that help illustrate this."
29cdb6ca-f4a2-4b2f-80b8-6ba0148f0852,Gibt es Marken die Dich mit ihren Bildern ansprechen? Gibt es eine Marke die eine besonders ansprechende Persönlichkeit hat für Dich? Bitte füge illustrative Fotos oder Screenshots bei.
29cf2081-7fcd-4df0-84b2-5a394b99dc53,¿Está usted planeando hacer algún viaje de diversión/vacaciones en los siguientes 3-6 meses? ¿Cómo está decidiendo su destino y la duración de su viaje? ¿Qué factores está teniendo en cuenta para tomar estas decisiones? ¿De qué manera es diferente esto a como usted tomaba decisiones antes del COVID-19?
29d2be17-3fca-4db8-bbf3-d8579e3bd245,"<p>As you think beyond Covid, what types of experiences will you be super excited to resume (without restrictions)? What about these experiences are you looking forward to? Please share all the details, pictures and screenshots, you can!</p>"
29e25ce6-f7c0-4e86-a828-376d0bd955c0,"Please take us on a tour of your favorite staple foods in your kitchen. Record a video of you telling us of your favorite foods in your refrigerator and pantry and why. Please point out which foods are necessary to your everyday healthy routine and why.
"
29f69579-90fb-49e2-a58f-94592e45394b,"How many luxury handbags do you own at the moment? Please take a picture of your actual collection of luxury bags.	"
29fc8827-45f0-4eb0-ad95-4b70dc080583,"How does The Fever communicate with you? (Email newsletter, advertising, mailings, social media, etc). What do you actually pay attention to, and why? "
29fda118-d864-4955-ae8d-371a1cd56167,"How do you feel about smartphones in general? Which features do you truly love and value the most - why? Please upload three screenshots to show me the top three things you do on your smartphone and for each, tell me what you love about those features."
2a0772ff-78d7-4629-9c56-b251dcb8be59,"<p>먼저, 여러분을 개성 있는 사람으로 만들어 주는 것에는 어떤 것이 있나요? 무엇을 했을 때 여러분이 독특한 개인이라고 느끼나요? 여러분의 개인적인 포부를 생각해봤을 때, 그 포부가 앞으로 어떻게 진화할 것이라고 생각하나요? (당장 내일에 대해 얘기하셔도 되고, 20년 뒤의 이야기를 해주셔도 됩니다..!)</p>"
2a1a908c-9622-4f83-9add-eda19c9469d0,"Now, I am going to list a series of technology products/services that Google offers:
Android, Duo, Contacts, Google Fi, Chromebook, Google Play, and Chrome browser.
Which of these are familiar to you? For each with which you’re familiar, what feeling/impression does it evoke?"
2a1df939-34ab-4391-b77f-9465e8bad349,"<p>Are you familiar with this brand? If so, name three adjectives that describe it (these can be anything, from something about the product to as association you may have from the past or your child’s attachment to it.) Which treatment do you think is appropriate for this brand? Why?</p>"
2a37dea5-0aa8-453a-ae27-1b6b9202e3e5,"Now, reflecting on the role of lululemon‘s holiday advertising and the messaging it provides in all of its points of communication (from Instagram to emails to the website), what connects with you the most, if anything? What would you say is the theme of their campaign? What does that mean to you? Please upload a screenshot or two to show me and tell me about it and why it is relevant! If nothing connects with you, please explain what you would like to see."
2a45397c-84ac-41bf-9301-fe3fb3864a8f,What three words would you use to describe the daily pace and culture at your place of work? Why? Please upload at least one picture or emoji that brings this to life!
2a4de632-54e6-47c6-a804-3c3770a1d225,"Please upload the emoji and/or any relevant screenshots you would choose to represent the PERSONALIZATION of what is offered through campus dining and answer the following: What do you think about the personalization of what is offered with your food and drink options? Think about the ability you are given to customize food and drinks, and where you can make it your own somehow. What is strong? What could be improved?"
2a516d7f-1774-48b2-abb8-eafc7e321539,Tell us about your skin – what’s it like? What does it need?  What do you love about it? What are the challenges? How do you expect it to change over the next 5 years?
2a5412e1-37dc-4c00-a525-32183abc0d8e,"Now, we’ll talk about where athleisure/activewear fits into your life. When do you find yourself wearing these items (i.e., while exercising, running errands, lounging on the weekend)? What’s most important to you when it comes to the athleisure/activewear items you wear (i.e., comfort, fit, design, versatility, etc.)? Why?"
2a586bc5-0fba-4f75-a637-c0c1466c6ae4,MORNING. 6 am – 12 pm. Snap a picture of your breakfast (if you have any!) and any morning refreshments or snacks and answer the following FOR EACH PICTURE: What are you eating or drinking? (How is/was it?) Where are you and what time is it? Are you alone or with friends? Were there any COVID health/safety concerns? Please capture pictures of EVERYTHING.
2a5b76a7-6ea7-4cf6-b5d5-d7645018879d,Take a look at this language. What do you like or dislike about this? How do you feel about this coming from Consumers Energy? Does it feel right or does it feel odd?
2a5c28c7-6849-46bb-938b-2db0520e15b2,<p><em>[Store #2]</em> Does anything about this stand out as distinct vs. other clothing shopping experiences?</p>
2a616b73-87f9-4c99-8ae4-8197c674fd3a,"When you see Nilla, what immediately comes to mind? Give me interesting, vivid adjectives. On a scale of 1-10 (10 being the strongest) how positively do you feel towards this brand? Why?"
2a67074f-4867-437f-8b13-106c655752f4," When you think of being more efficient with the energy you use in your home, is there a particular brand or organization that comes to mind? Please upload a screenshot or image of who you think of. "
2a70b190-c1a9-47db-81e8-d5eaecad7112,¿Qué actividades son las más probables que vuelva realizar una vez que se hayan abierto los negocios no esenciales y se eliminen las restricciones?
2a7bd846-272a-4856-a4a0-ce759c1af610,"How, where and when do you seek ideas for your gifting? Please screenshot some examples of where you go to get inspiration! Do you follow lists that people give you? If so, how do they make their requests? "
2a832e00-9d92-4836-a745-76fa2aa24945,"<p>I’d love to see a range of gluten-free products that you happen to have in your house. Please go to your kitchen and set each one out of the table, and photograph. Then upload, describing what the item is, the brand name, and what you like about it!</p>"
2a89c268-176c-411c-8596-443c72fa542d,"<p>Have the food service options been limited by Covid? If so, what do you miss most? What would you like to see restored as quickly as possible?]</p>"
2a964e75-4069-4d04-b30e-af010c912cb9,"Thinking beyond food and drink, what else could your college offer you that would improve your quality of life on a daily basis? What perks or amenities would truly blow your mind if they were to be offered? No idea too small or large here! Please upload screenshots to bring this to life. For each idea, please answer: Why would this be on your wish list?"
2a984c63-e9b9-4463-8945-f100f530cab2,"From a service perspective, how do you expect interaction with food service staff to be different (if at all)? "
2a9a1c68-576d-407d-9cac-1e3912f00dd8,"试驾时, 哪些方面使您印象深刻?他们怎么做可以进一步做到更好? "
2aa350a4-82b9-4e1d-949f-dc700f7fa595,"Describe your feelings about cereal. What are cereal’s best and worst qualities? Please chat about this with your child, we’re curious to see if there are differences in the ways you both talk about cereal. Please upload pictures that illustrate cereal’s best qualities and its worst qualities."
2aaa9bd5-2a00-45ef-b7ce-0e7e58637412,<p>短片里最吸引你注意的是什么？看到之后你在想什么？</p>
2ab935bd-ff7f-405d-97dc-86ea5bc6d429,<p>这道问题需要您回想一下，您的回答对我们来说非常重要。您最喜欢从哪里获得关于包包的资讯和灵感？比如社交媒体，店铺（具体哪一家店？）电商（品牌官网？买手店？）或者朋友（私信聊天，群聊）或从品牌销售的朋友圈中？请附上图片或屏幕截图告诉我们！</p>
2ac4eaee-4550-4173-802e-46e760442cf2,What are you reading during this time? Is there anything unusual or different about what you are choosing to read? Snap pictures or screenshots as relevant.
2ac67d3e-3d83-4e0b-a55d-e00e3eed8a7a,"How challenging is it to shop at lululemon (if at all), specifically for leggings/pants? How does this compare to other clothing from lululemon?"
2ac81007-cbcc-48a7-a841-311cfaeff46c,"<p>Please upload the emoji/screenshots (or word, gif, meme, short video) you would choose to represent the PERSONALIZATION of what is offered through campus dining and answer the following: What do you think about the personalization of what is offered with your food and drink options? Think about the ability you are given to customize food and drinks, and where you can make it your own somehow. What is strong? What could be improved?</p>"
2ad1a464-820b-40f2-9553-59a384043077,"<p>Upload a screenshot or choose an emoji, word, gif or meme, or short video that represents how you feel overall about the food situation at your school. <strong>Why</strong> did you choose this image?</p>"
2ad3bfed-c8ec-43e9-a22b-e0cbf31bf028,"<p><em>[Store #2]</em> Did anyone help you? What, if anything, could have been improved in terms of service?</p>"
2ae03edd-9995-4561-a004-2910b623a7f9,"Do you feel there is a disconnect between the “conventional setup” of dining at hospitals and the way staff members really work and dine there? If yes, how so?"
2ae079e5-068c-49ff-a780-067ff5d30a50,Please upload a picture of the shipper box (a photo of the brown cardboard box you received just as it has arrived to you in the mail) before you open it. How did your shipper box arrive? Is this what you would have expected from Tiffany? Why or why not? 
2ae80285-6bab-4735-80f6-d008d320b75a,"Now, thinking specifically about what you outlined above, and the solutions that you would love to see, how would you finish this sentence: “It would be SO nice to have ____________________.” What would you pay for such solution(s)? Name as many examples as you’d like!"
2aeb52e6-e0e0-4662-aa4f-9bace1214376,Think for a minute about your current stage of life. How would you describe it? What are the joys... the challenges? How do you think your experience is different (if at all) to what it might have been like a generation ago? Please upload any relevant photos or screenshots to illustrate your response.
2aed0fcb-4e91-42e4-ad80-024669fba589,<p>您觉得Charlotte Casiraghi的信息会影响你对这只广告大片的观感吗？如果是，是怎样的感觉？</p>
2af91f98-a246-4b86-b163-eb3add70cdee,"How would you judge if this product works? What would be a meaningful and noticeable difference in your skin? 

Please upload a picture that shows what a meaningful and noticeable difference is and explain why you chose that image"
2afa4737-6e67-4c8b-8442-624de8ed91b8,"Describe in a few sentences what a typical workday was like before Covid. What time would you start working, where did you do your work physically, did you have to travel as part of your job? What time did you leave the office? How often did you work from home or on weekends? "
2b04fb69-0187-4827-be6c-23cb94ea11a2,"When thinking about the latest culinary trends (i.e., raw, plant-based, keto, flexitarian, etc.), what’s important to you? What are you dialed into? Is anything new on your radar?"
2b0df28f-28b0-4130-99e8-d648f537c8c4,<p>12 pm – 6 pm. Snap a picture of anything you eat or drink during the afternoon and answer the following FOR EACH PICTURE: What are you eating or drinking? (How is/was it?) Where are you and what time is it? Are you alone or with friends? Please capture pictures of EVERYTHING.</p>
2b20c7a5-90d7-41c7-806c-5d39d049c90b,"Have you ever purchased a luxury skincare product without trying it first? How did you decide to purchase it, and what gave you the confidence to make the investment?  "
2b22e113-815a-4df4-99df-e8e009a7ef41,How important are ‘deals’ to you and how influential are they on where you decide to eat? Do you feel you and your family are more reliant on deals at fast food restaurants compared to before COVID-19?  
2b276be3-cf25-45f0-b61c-dd76b9e36295,"<p>What motivated you to make the switch to natural products initially – was it your own choice, a doctor’s advice, an influencer, or article you read? Another reason?</p>"
2b291626-2987-42be-a45f-9006ee299568,What role can Lubriderm play in your life? In your family's life?
2b32bfaf-ae96-47a2-b937-866bccf45ac6,<p>Please take a picture of a typical lunch on a workday and upload it here. Where do you prepare or purchase this?</p>
2b3b3a6f-41d8-4104-9137-5ce8a4d78d42,"<p>Pour commencer, pouvez-vous nous dire ce qui vous définit, vous rend unique en tant qu’individu&nbsp;? Et ce à quoi vous aspirez, la ou les directions dans lesquelles vous avez envie d’évoluer (ça peut être demain comme dans 20 ans).</p>"
2b4042a5-5a70-4682-81db-84c004dc6f62,"EVENING. Is this your usual evening food routine? If not, where else do you eat in the evening? What else do you eat? What do/don't you like about it?  How has your afternoon experience been affected by COVID safety measures?"
2b41baef-5525-4c57-ab91-a08dfb665e7b,What have you missed the most about living on campus and why? What have you not missed (if anything?) 
2b41fb1d-7f2b-4e42-a919-2056dcb067d2,"To wrap-up, please choose the statement(s) from Topic 4 or 5 that you personally find most appealing. It doesn’t have to be the one you feel speaks to the most people – we only care what you think! Then, record a video of yourself finishing this sentence: “Of all the points that lululemon wants to communicate about this new launch, the one that’s most motivating to me is __________ because ___________.” 2 minutes max, please."
2b428223-074f-4c19-a3d9-ae6cd39103c8,Do you imagine doing more micro-vacations/three-day weekends or macro-vacations/long-term vacations?
2b4f55aa-ca68-4cda-893f-5156b517558e,Thinking of the gifts you are purchasing this year– are there people you plan to gift exactly what they ask for? Are there others that you enjoy surprising? Are there some for whom you choose to get gift cards? Is your list shorter or longer or different in any way vs. last year? 
2b767266-01fd-457e-afff-3fe87db1dbdd,"What content are you finding the most engaging, and what draws you to it? Is this different at all to what you normally find entertaining? Please upload video, pictures, screen shots, screen recordings that provide examples of what’s getting your attention right now. "
2b783ae2-5239-4fa1-8cfd-939cfac5216d,<p>6 pm – 9 pm. Snap a picture of whatever counts for dinner and answer the following FOR EACH PICTURE: What are you eating or drinking? (How is/was it?) Where are you and what time is it? Are you alone or with friends? Please capture pictures of EVERYTHING.</p>
2b79f984-1089-4b57-b588-8fd987bdd1dc,What is most important to you when it comes to food? Convenience? Health? Quality of the food? Value? Ability to personalize it? Why? Please give an example or two.
2b7c3357-febf-497a-bbcd-d7b6cfc667d9,Upload a photo or choose an emoji that represents how you feel overall about the current campus dining experience at your school. Why have you chosen this and what does it represent?
2b80ad1b-a873-4e9b-8c15-fa4fd29b6147,"<p>On a scale of 1-10, how strongly do you feel about efforts to improve sustainability?</p>"
2b91872d-8891-44a8-a0a4-6cf1b61cb772,"Please take pictures of any dining facilities you use most often on campus. This can include anything from a café to a vending machine or convenience store! With each photo you upload, please describe what you are sharing and what you get out of it. How can it be improved? We want details here, down to the condiments you prefer for your tea or coffee."
2b921f39-23a2-44b5-9f50-44d314f1cf7d,<p>test</p>
2b9d48e8-6ed2-43f9-88ba-3b513bc576e5,"<p>If you had to rank them, which service was the most memorable, the most important to you? What did it change in your view of the brand that offered it to you?</p>"
2ba12b8f-ea28-4f23-bf70-13f3380b561e,"How important is the location of your office to you? What aspects of location are important, and why? This can be anything from the ease of parking, to proximity of fun things to do, good restaurants, general vibe, etc."
2ba6e95d-6fd6-4e0c-9011-3cf4411bdbfe,"<p>Of the following statements, which best describes the reason why you don’t regularly buy BelVita? Check all that apply!</p>"
2ba7b99d-2d52-4b86-b43e-f46a4f7a3fa1,What was your relationship with cafeteria staff like before Covid? What words would you use to describe them? How do you think it will be different now (if at all)?
2bb1140c-ba8d-4cf6-84b5-e28a3decb4c8,"Likewise, what does it say about a brand when it DOES have sizing that, in your opinion, is truly inclusive? Record a few adjectives that come to mind, ie “A brand that offers inclusive sizing is ______________.”"
2bb92219-fd16-4841-890f-2d510fdd9edb,"Think for a moment about the way you feel about technology as a whole. Upload a photo, screenshot, or emoji to represent how you feel about technology and tell me why you’ve chosen it. What do you enjoy about using technology? What do you dislike (if anything)?"
2bbba240-8ad9-4cc0-9e0c-bee70c443208,"In general, how often would you say you go off campus to eat or drink? What typically makes you decide to go off campus to eat or drink? What time of day is it - and why do you want to leave campus?"
2bc1ce42-d606-4062-ab11-eb4b3370c4fe,<p>Which concept most effectively creates the impression that Fusion 360 is a better way of working? Why?</p>
2bc446e6-c25a-4f11-8feb-cb4b1aeecb6a,"When you think of any past experiences shopping at a Tiffany store (or on the website), what memories or impressions come to mind? What were your impressions of the merchandise and the service vis-à-vis other jewelry brands? Why?"
2bcfd735-863a-4597-8849-0b50e4a8ff9a,<p>最后，让我们退一步来思考美的概念。现在社会上关于美丽的定义有很多，以至于有时候“美”会让人感到一种压力（尤其对女性而言）。你对此有何看法？你是否也曾感到这种压力，你觉得是什么触发了这种压力的存在？</p>
2bd107dd-3079-43f2-bb3a-00f86c6eb6a9,<p>6 pm – 9 pm. Snap a picture of whatever counts for dinner and answer the following FOR EACH PICTURE: What are you eating? How is/was it? Where are you and what time is it? Are you alone or with friends? Please capture pictures of EVERYTHING.</p>
